GPT_Answer_ID|Prompt_ID_Nummer|Prompt_Category|Prompt_Level|Prompt_Language|Prompt_GPT_Model|Prompt_Temperature|Prompt_Run|Actual_Result_RowCount|Desired_Result_RowCount|Actual_Result_ColumnCount|Desired_Result_ColumnCount|EvaluationStatus_1|EvaluationStatus_2|ErrorMessage|ExceptionMessage|Comment
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_8|11|CT|Hard|EN|GPT35Turbo|"0.4"|8|68|68|3|3|Successful|Successful|||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_9|11|CT|Hard|EN|GPT35Turbo|"0.4"|9|68|68|3|3|Successful|Successful|||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_1|11|CT|Hard|EN|GPT35Turbo|"0.6"|1|68|68|3|3|Successful|Successful|||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_10|11|CT|Hard|EN|GPT35Turbo|"0.6"|10|68|68|3|3|Successful|Successful|||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_2|11|CT|Hard|EN|GPT35Turbo|"0.6"|2|68|68|3|3|Successful|Successful|||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_3|11|CT|Hard|EN|GPT35Turbo|"0.6"|3|||||Failed|Syntax Error|Query (1, 119) Die in der Funktion "SUMMARIZE" angegebene Spalte "ShipperID" wurde in der Eingabetabelle nicht gefunden.||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_4|11|CT|Hard|EN|GPT35Turbo|"0.6"|4|68|68|3|3|Successful|Successful|||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_5|11|CT|Hard|EN|GPT35Turbo|"0.6"|5|||||Failed|Syntax Error|Query (1, 83) Die Spalte "ShipperID" in der Tabelle "Orders" wurde nicht gefunden oder darf in diesem Ausdruck nicht verwendet werden.||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_6|11|CT|Hard|EN|GPT35Turbo|"0.6"|6|||||Failed|Syntax Error|Query (1, 39) Die Spalte [YearMonthID] kann von der Funktion "ADDCOLUMNS" nicht hinzugefügt werden, weil sie bereits vorhanden ist.||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_7|11|CT|Hard|EN|GPT35Turbo|"0.6"|7|68|68|3|3|Successful|Successful|||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_8|11|CT|Hard|EN|GPT35Turbo|"0.6"|8|68|68|3|3|Successful|Successful|||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_9|11|CT|Hard|EN|GPT35Turbo|"0.6"|9|68|68|3|3|Successful|Successful|||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_1|11|CT|Hard|EN|GPT35Turbo|"0.8"|1|68|68|3|3|Successful|Successful|||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_10|11|CT|Hard|EN|GPT35Turbo|"0.8"|10|||||Failed|Syntax Error|Query (1, 60) Die in der Funktion "SUMMARIZE" angegebene Spalte "ShipperID" wurde in der Eingabetabelle nicht gefunden.||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_2|11|CT|Hard|EN|GPT35Turbo|"0.8"|2|||||Failed|Syntax Error|Query (1, 39) Die Spalte [YearMonthID] kann von der Funktion "ADDCOLUMNS" nicht hinzugefügt werden, weil sie bereits vorhanden ist.||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_3|11|CT|Hard|EN|GPT35Turbo|"0.8"|3|||||Failed|Syntax Error|Query (1, 39) Die Spalte [YearMonthID] kann von der Funktion "ADDCOLUMNS" nicht hinzugefügt werden, weil sie bereits vorhanden ist.||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_4|11|CT|Hard|EN|GPT35Turbo|"0.8"|4|68|68|3|3|Successful|Successful|||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_5|11|CT|Hard|EN|GPT35Turbo|"0.8"|5|68|68|3|3|Successful|Successful|||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_6|11|CT|Hard|EN|GPT35Turbo|"0.8"|6|||||Failed|Syntax Error|Query (1, 173) Für die Spalte "YearMonthID" kann in der Tabelle "TimeDimension" kein einzelner Wert ermittelt werden. Dies kann vorkommen, wenn eine Measureformel auf eine Spalte mit vielen Werten verweist, ohne eine Aggregation wie MIN, MAX, COUNT oder SUM anzugeben, um ein einzelnes Ergebnis zu erhalten.||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_7|11|CT|Hard|EN|GPT35Turbo|"0.8"|7|68|68|3|3|Successful|Successful|||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_8|11|CT|Hard|EN|GPT35Turbo|"0.8"|8|||||Failed|Syntax Error|Query (1, 39) Die Spalte [YearMonthID] kann von der Funktion "ADDCOLUMNS" nicht hinzugefügt werden, weil sie bereits vorhanden ist.||
Prompt_11_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_9|11|CT|Hard|EN|GPT35Turbo|"0.8"|9|69|68|3|3|Failed|Semantic Error|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_1|12|CT|Hard|EN|GPT35Turbo|"0.2"|1|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_10|12|CT|Hard|EN|GPT35Turbo|"0.2"|10|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_2|12|CT|Hard|EN|GPT35Turbo|"0.2"|2|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_3|12|CT|Hard|EN|GPT35Turbo|"0.2"|3|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_4|12|CT|Hard|EN|GPT35Turbo|"0.2"|4|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_5|12|CT|Hard|EN|GPT35Turbo|"0.2"|5|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_6|12|CT|Hard|EN|GPT35Turbo|"0.2"|6|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_7|12|CT|Hard|EN|GPT35Turbo|"0.2"|7|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_8|12|CT|Hard|EN|GPT35Turbo|"0.2"|8|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_9|12|CT|Hard|EN|GPT35Turbo|"0.2"|9|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_1|12|CT|Hard|EN|GPT35Turbo|"0.4"|1|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_10|12|CT|Hard|EN|GPT35Turbo|"0.4"|10|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_2|12|CT|Hard|EN|GPT35Turbo|"0.4"|2|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_3|12|CT|Hard|EN|GPT35Turbo|"0.4"|3|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_4|12|CT|Hard|EN|GPT35Turbo|"0.4"|4|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_5|12|CT|Hard|EN|GPT35Turbo|"0.4"|5|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_6|12|CT|Hard|EN|GPT35Turbo|"0.4"|6|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_7|12|CT|Hard|EN|GPT35Turbo|"0.4"|7|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_8|12|CT|Hard|EN|GPT35Turbo|"0.4"|8|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_9|12|CT|Hard|EN|GPT35Turbo|"0.4"|9|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_1|12|CT|Hard|EN|GPT35Turbo|"0.6"|1|||||Failed|Syntax Error|Query (1, 200) Die Spalte "TimeDimension[YearMonthID]" ist entweder nicht vorhanden oder weist keine Beziehung zu einer Tabelle auf, die im aktuellen Kontext verfügbar ist.||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_10|12|CT|Hard|EN|GPT35Turbo|"0.6"|10|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_2|12|CT|Hard|EN|GPT35Turbo|"0.6"|2|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_3|12|CT|Hard|EN|GPT35Turbo|"0.6"|3|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_4|12|CT|Hard|EN|GPT35Turbo|"0.6"|4|||||Failed|Syntax Error|Query (1, 156) Die Spalte "Shippers[CompanyName]" ist entweder nicht vorhanden oder weist keine Beziehung zu einer Tabelle auf, die im aktuellen Kontext verfügbar ist.||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_5|12|CT|Hard|EN|GPT35Turbo|"0.6"|5|||||Failed|Syntax Error|Query (1, 215) Die Spalte "Shippers[CompanyName]" ist entweder nicht vorhanden oder weist keine Beziehung zu einer Tabelle auf, die im aktuellen Kontext verfügbar ist.||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_6|12|CT|Hard|EN|GPT35Turbo|"0.6"|6|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_7|12|CT|Hard|EN|GPT35Turbo|"0.6"|7|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_8|12|CT|Hard|EN|GPT35Turbo|"0.6"|8|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_9|12|CT|Hard|EN|GPT35Turbo|"0.6"|9|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_1|12|CT|Hard|EN|GPT35Turbo|"0.8"|1|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_10|12|CT|Hard|EN|GPT35Turbo|"0.8"|10|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_2|12|CT|Hard|EN|GPT35Turbo|"0.8"|2|69|68|3|3|Failed|Semantic Error|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_3|12|CT|Hard|EN|GPT35Turbo|"0.8"|3|||||Failed|Syntax Error|Query (1, 56) Die in der Funktion "SUMMARIZE" angegebene Spalte "YearMonthID" wurde in der Eingabetabelle nicht gefunden.||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_4|12|CT|Hard|EN|GPT35Turbo|"0.8"|4|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_5|12|CT|Hard|EN|GPT35Turbo|"0.8"|5|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_6|12|CT|Hard|EN|GPT35Turbo|"0.8"|6|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_7|12|CT|Hard|EN|GPT35Turbo|"0.8"|7|68|68|3|3|Successful|Successful|||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_8|12|CT|Hard|EN|GPT35Turbo|"0.8"|8|||||Failed|Syntax Error|Query (1, 232) Die Spalte "TimeDimension[YearMonthID]" ist entweder nicht vorhanden oder weist keine Beziehung zu einer Tabelle auf, die im aktuellen Kontext verfügbar ist.||
Prompt_12_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_9|12|CT|Hard|EN|GPT35Turbo|"0.8"|9|||||Failed|Syntax Error|Query (1, 204) Die Spalte "TimeDimension[YearMonthID]" ist entweder nicht vorhanden oder weist keine Beziehung zu einer Tabelle auf, die im aktuellen Kontext verfügbar ist.||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_1|13|CT|Hard|EN|GPT35Turbo|"0.2"|1|||||Failed|Syntax Error|Query (1, 297) Die COUNTROWS-Funktion erwartet einen Tabellenausdruck für das -Argument, aber es wurde ein Zeichenfolgenausdruck oder ein numerischer Ausdruck verwendet.||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_10|13|CT|Hard|EN|GPT35Turbo|"0.2"|10|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_2|13|CT|Hard|EN|GPT35Turbo|"0.2"|2|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_3|13|CT|Hard|EN|GPT35Turbo|"0.2"|3|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_4|13|CT|Hard|EN|GPT35Turbo|"0.2"|4|91|89|17|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_5|13|CT|Hard|EN|GPT35Turbo|"0.2"|5|||||Failed|Syntax Error|Query (1, 296) Die COUNTROWS-Funktion erwartet einen Tabellenausdruck für das -Argument, aber es wurde ein Zeichenfolgenausdruck oder ein numerischer Ausdruck verwendet.||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_6|13|CT|Hard|EN|GPT35Turbo|"0.2"|6|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_7|13|CT|Hard|EN|GPT35Turbo|"0.2"|7|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_8|13|CT|Hard|EN|GPT35Turbo|"0.2"|8|91|89|3|3|Failed|Semantic Error|||
