GPT_Answer_ID|Prompt_ID_Nummer|Prompt_Category|Prompt_Level|Prompt_Language|Prompt_GPT_Model|Prompt_Temperature|Prompt_Run|Actual_Result|Desired_Result|EvaluationStatus_1|EvaluationStatus_2|ErrorMessage|ExceptionMessage|Comment
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_2|16|CC|Low|EN|GPT35Turbo|"0.4"|2|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_3|16|CC|Low|EN|GPT35Turbo|"0.4"|3|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_4|16|CC|Low|EN|GPT35Turbo|"0.4"|4|1|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_5|16|CC|Low|EN|GPT35Turbo|"0.4"|5|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_6|16|CC|Low|EN|GPT35Turbo|"0.4"|6|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_7|16|CC|Low|EN|GPT35Turbo|"0.4"|7|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_8|16|CC|Low|EN|GPT35Turbo|"0.4"|8|4|4|Successful|Successful|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_9|16|CC|Low|EN|GPT35Turbo|"0.4"|9|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_1|16|CC|Low|EN|GPT35Turbo|"0.6"|1|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_10|16|CC|Low|EN|GPT35Turbo|"0.6"|10|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_2|16|CC|Low|EN|GPT35Turbo|"0.6"|2|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_3|16|CC|Low|EN|GPT35Turbo|"0.6"|3|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_4|16|CC|Low|EN|GPT35Turbo|"0.6"|4|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_5|16|CC|Low|EN|GPT35Turbo|"0.6"|5|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_6|16|CC|Low|EN|GPT35Turbo|"0.6"|6|1|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_7|16|CC|Low|EN|GPT35Turbo|"0.6"|7|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_8|16|CC|Low|EN|GPT35Turbo|"0.6"|8|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_9|16|CC|Low|EN|GPT35Turbo|"0.6"|9|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_1|16|CC|Low|EN|GPT35Turbo|"0.8"|1|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_10|16|CC|Low|EN|GPT35Turbo|"0.8"|10|4|4|Successful|Successful|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_2|16|CC|Low|EN|GPT35Turbo|"0.8"|2|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_3|16|CC|Low|EN|GPT35Turbo|"0.8"|3|4|4|Successful|Successful|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_4|16|CC|Low|EN|GPT35Turbo|"0.8"|4|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_5|16|CC|Low|EN|GPT35Turbo|"0.8"|5|1|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_6|16|CC|Low|EN|GPT35Turbo|"0.8"|6|830|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_7|16|CC|Low|EN|GPT35Turbo|"0.8"|7|4|4|Successful|Successful|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_8|16|CC|Low|EN|GPT35Turbo|"0.8"|8|1|4|Failed|Semantic Error|||
Prompt_16_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_9|16|CC|Low|EN|GPT35Turbo|"0.8"|9|4|4|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_1|17|CC|Low|EN|GPT35Turbo|"0.2"|1|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_10|17|CC|Low|EN|GPT35Turbo|"0.2"|10|||Failed|Syntax Error|Die Tabelle "Employee" wurde nicht gefunden.||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_2|17|CC|Low|EN|GPT35Turbo|"0.2"|2|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_3|17|CC|Low|EN|GPT35Turbo|"0.2"|3|||Failed|Syntax Error|Die Tabelle "Employee" wurde nicht gefunden.||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_4|17|CC|Low|EN|GPT35Turbo|"0.2"|4|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_5|17|CC|Low|EN|GPT35Turbo|"0.2"|5|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_6|17|CC|Low|EN|GPT35Turbo|"0.2"|6|||Failed|Syntax Error|Die Tabelle "Employee" wurde nicht gefunden.||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_7|17|CC|Low|EN|GPT35Turbo|"0.2"|7|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_8|17|CC|Low|EN|GPT35Turbo|"0.2"|8|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_9|17|CC|Low|EN|GPT35Turbo|"0.2"|9|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_1|17|CC|Low|EN|GPT35Turbo|"0.4"|1|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_10|17|CC|Low|EN|GPT35Turbo|"0.4"|10|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_2|17|CC|Low|EN|GPT35Turbo|"0.4"|2|||Failed|Syntax Error|Die Tabelle "Employee" wurde nicht gefunden.||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_3|17|CC|Low|EN|GPT35Turbo|"0.4"|3|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_4|17|CC|Low|EN|GPT35Turbo|"0.4"|4|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_5|17|CC|Low|EN|GPT35Turbo|"0.4"|5|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_6|17|CC|Low|EN|GPT35Turbo|"0.4"|6|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_7|17|CC|Low|EN|GPT35Turbo|"0.4"|7|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_8|17|CC|Low|EN|GPT35Turbo|"0.4"|8|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_9|17|CC|Low|EN|GPT35Turbo|"0.4"|9|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_1|17|CC|Low|EN|GPT35Turbo|"0.6"|1|||Failed|Syntax Error|Die Tabelle "Employee" wurde nicht gefunden.||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_10|17|CC|Low|EN|GPT35Turbo|"0.6"|10|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_2|17|CC|Low|EN|GPT35Turbo|"0.6"|2|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_3|17|CC|Low|EN|GPT35Turbo|"0.6"|3|||Failed|Syntax Error|Die Tabelle "Employee" wurde nicht gefunden.||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_4|17|CC|Low|EN|GPT35Turbo|"0.6"|4|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_5|17|CC|Low|EN|GPT35Turbo|"0.6"|5|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_6|17|CC|Low|EN|GPT35Turbo|"0.6"|6|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_7|17|CC|Low|EN|GPT35Turbo|"0.6"|7|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_8|17|CC|Low|EN|GPT35Turbo|"0.6"|8|75|76|Failed|Semantic Error|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_9|17|CC|Low|EN|GPT35Turbo|"0.6"|9|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_1|17|CC|Low|EN|GPT35Turbo|"0.8"|1|||Failed|Syntax Error|Die Tabelle "Employee" wurde nicht gefunden.||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_10|17|CC|Low|EN|GPT35Turbo|"0.8"|10|||Failed|Syntax Error|Die Spalte "Employees[BirthDate]" ist entweder nicht vorhanden oder weist keine Beziehung zu einer Tabelle auf, die im aktuellen Kontext verfügbar ist.||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_2|17|CC|Low|EN|GPT35Turbo|"0.8"|2|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_3|17|CC|Low|EN|GPT35Turbo|"0.8"|3|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_4|17|CC|Low|EN|GPT35Turbo|"0.8"|4|75|76|Failed|Semantic Error|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_5|17|CC|Low|EN|GPT35Turbo|"0.8"|5|||Failed|Syntax Error|Die Tabelle "Employee" wurde nicht gefunden.||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_6|17|CC|Low|EN|GPT35Turbo|"0.8"|6|75|76|Failed|Semantic Error|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_7|17|CC|Low|EN|GPT35Turbo|"0.8"|7|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_8|17|CC|Low|EN|GPT35Turbo|"0.8"|8|76|76|Successful|Successful|||
Prompt_17_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_9|17|CC|Low|EN|GPT35Turbo|"0.8"|9|||Failed|Syntax Error|Die Tabelle "Employee" wurde nicht gefunden.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_1|18|CC|Low|EN|GPT35Turbo|"0.2"|1|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_10|18|CC|Low|EN|GPT35Turbo|"0.2"|10|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_2|18|CC|Low|EN|GPT35Turbo|"0.2"|2|[Davolio, Nancy]|Davolio, Nancy|Failed|Semantic Error|||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_3|18|CC|Low|EN|GPT35Turbo|"0.2"|3|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_4|18|CC|Low|EN|GPT35Turbo|"0.2"|4|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_5|18|CC|Low|EN|GPT35Turbo|"0.2"|5|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_6|18|CC|Low|EN|GPT35Turbo|"0.2"|6|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_7|18|CC|Low|EN|GPT35Turbo|"0.2"|7|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_8|18|CC|Low|EN|GPT35Turbo|"0.2"|8|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_9|18|CC|Low|EN|GPT35Turbo|"0.2"|9|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_1|18|CC|Low|EN|GPT35Turbo|"0.4"|1|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_10|18|CC|Low|EN|GPT35Turbo|"0.4"|10|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_2|18|CC|Low|EN|GPT35Turbo|"0.4"|2|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_3|18|CC|Low|EN|GPT35Turbo|"0.4"|3|[Davolio, Nancy]|Davolio, Nancy|Failed|Semantic Error|||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_4|18|CC|Low|EN|GPT35Turbo|"0.4"|4|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_5|18|CC|Low|EN|GPT35Turbo|"0.4"|5|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_6|18|CC|Low|EN|GPT35Turbo|"0.4"|6|[Davolio, Nancy]|Davolio, Nancy|Failed|Semantic Error|||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_7|18|CC|Low|EN|GPT35Turbo|"0.4"|7|[Davolio, Nancy]|Davolio, Nancy|Failed|Semantic Error|||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_8|18|CC|Low|EN|GPT35Turbo|"0.4"|8|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_9|18|CC|Low|EN|GPT35Turbo|"0.4"|9|[Davolio, Nancy]|Davolio, Nancy|Failed|Semantic Error|||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_1|18|CC|Low|EN|GPT35Turbo|"0.6"|1|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_10|18|CC|Low|EN|GPT35Turbo|"0.6"|10|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_2|18|CC|Low|EN|GPT35Turbo|"0.6"|2|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_3|18|CC|Low|EN|GPT35Turbo|"0.6"|3|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_4|18|CC|Low|EN|GPT35Turbo|"0.6"|4|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_5|18|CC|Low|EN|GPT35Turbo|"0.6"|5|[Davolio, Nancy]|Davolio, Nancy|Failed|Semantic Error|||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_6|18|CC|Low|EN|GPT35Turbo|"0.6"|6|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_7|18|CC|Low|EN|GPT35Turbo|"0.6"|7|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_8|18|CC|Low|EN|GPT35Turbo|"0.6"|8|[Davolio, Nancy]|Davolio, Nancy|Failed|Semantic Error|||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_9|18|CC|Low|EN|GPT35Turbo|"0.6"|9|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_1|18|CC|Low|EN|GPT35Turbo|"0.8"|1|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_10|18|CC|Low|EN|GPT35Turbo|"0.8"|10|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_2|18|CC|Low|EN|GPT35Turbo|"0.8"|2|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_3|18|CC|Low|EN|GPT35Turbo|"0.8"|3|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_4|18|CC|Low|EN|GPT35Turbo|"0.8"|4|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_5|18|CC|Low|EN|GPT35Turbo|"0.8"|5|Davolio, Nancy|Davolio, Nancy|Successful|Successful|||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_6|18|CC|Low|EN|GPT35Turbo|"0.8"|6|Davolio, Nancy|Davolio, Nancy|Successful|Successful|||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_7|18|CC|Low|EN|GPT35Turbo|"0.8"|7|[Davolio, Nancy]|Davolio, Nancy|Failed|Semantic Error|||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_8|18|CC|Low|EN|GPT35Turbo|"0.8"|8|[Davolio, Nancy]|Davolio, Nancy|Failed|Semantic Error|||
Prompt_18_CC_Low_EN_GPT35Turbo_Temp_0.8_Response_9|18|CC|Low|EN|GPT35Turbo|"0.8"|9|||Failed|Syntax Error|Zu viele Argumente wurden an die CONCATENATE-Funktion übergeben. Für die Funktion sind maximal 2 Argumente zulässig.||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_1|19|CC|Low|EN|GPT35Turbo|"0.2"|1|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_10|19|CC|Low|EN|GPT35Turbo|"0.2"|10|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_2|19|CC|Low|EN|GPT35Turbo|"0.2"|2|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_3|19|CC|Low|EN|GPT35Turbo|"0.2"|3|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_4|19|CC|Low|EN|GPT35Turbo|"0.2"|4|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_5|19|CC|Low|EN|GPT35Turbo|"0.2"|5|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_6|19|CC|Low|EN|GPT35Turbo|"0.2"|6|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_7|19|CC|Low|EN|GPT35Turbo|"0.2"|7|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_8|19|CC|Low|EN|GPT35Turbo|"0.2"|8|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.2_Response_9|19|CC|Low|EN|GPT35Turbo|"0.2"|9|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_1|19|CC|Low|EN|GPT35Turbo|"0.4"|1|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_10|19|CC|Low|EN|GPT35Turbo|"0.4"|10|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_2|19|CC|Low|EN|GPT35Turbo|"0.4"|2|||Failed|Syntax Error|Die Tabelle "Employee" wurde nicht gefunden.||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_3|19|CC|Low|EN|GPT35Turbo|"0.4"|3|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_4|19|CC|Low|EN|GPT35Turbo|"0.4"|4|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_5|19|CC|Low|EN|GPT35Turbo|"0.4"|5|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_6|19|CC|Low|EN|GPT35Turbo|"0.4"|6|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_7|19|CC|Low|EN|GPT35Turbo|"0.4"|7|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_8|19|CC|Low|EN|GPT35Turbo|"0.4"|8|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.4_Response_9|19|CC|Low|EN|GPT35Turbo|"0.4"|9|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_1|19|CC|Low|EN|GPT35Turbo|"0.6"|1|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_10|19|CC|Low|EN|GPT35Turbo|"0.6"|10|11579|11579|Successful|Successful|||
Prompt_19_CC_Low_EN_GPT35Turbo_Temp_0.6_Response_2|19|CC|Low|EN|GPT35Turbo|"0.6"|2|11579|11579|Successful|Successful|||
