GPT_Answer_ID|Prompt_ID_Nummer|Prompt_Category|Prompt_Level|Prompt_Language|Prompt_GPT_Model|Prompt_Temperature|Prompt_Run|Actual_Result|Desired_Result|EvaluationStatus_1|EvaluationStatus_2|ErrorMessage|ExceptionMessage|Comment
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.4_Response_9|31|M|Low|EN|GPT35Turbo|"0.4"|9|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.6_Response_1|31|M|Low|EN|GPT35Turbo|"0.6"|1|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.6_Response_10|31|M|Low|EN|GPT35Turbo|"0.6"|10|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.6_Response_2|31|M|Low|EN|GPT35Turbo|"0.6"|2|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.6_Response_3|31|M|Low|EN|GPT35Turbo|"0.6"|3|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.6_Response_4|31|M|Low|EN|GPT35Turbo|"0.6"|4|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.6_Response_5|31|M|Low|EN|GPT35Turbo|"0.6"|5|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.6_Response_6|31|M|Low|EN|GPT35Turbo|"0.6"|6|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.6_Response_7|31|M|Low|EN|GPT35Turbo|"0.6"|7|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.6_Response_8|31|M|Low|EN|GPT35Turbo|"0.6"|8|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.6_Response_9|31|M|Low|EN|GPT35Turbo|"0.6"|9|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.8_Response_1|31|M|Low|EN|GPT35Turbo|"0.8"|1|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.8_Response_10|31|M|Low|EN|GPT35Turbo|"0.8"|10|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.8_Response_2|31|M|Low|EN|GPT35Turbo|"0.8"|2|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.8_Response_3|31|M|Low|EN|GPT35Turbo|"0.8"|3|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.8_Response_4|31|M|Low|EN|GPT35Turbo|"0.8"|4|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.8_Response_5|31|M|Low|EN|GPT35Turbo|"0.8"|5|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.8_Response_6|31|M|Low|EN|GPT35Turbo|"0.8"|6|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.8_Response_7|31|M|Low|EN|GPT35Turbo|"0.8"|7|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.8_Response_8|31|M|Low|EN|GPT35Turbo|"0.8"|8|391|391|Successful|Successful|||
Prompt_31_M_Low_EN_GPT35Turbo_Temp_0.8_Response_9|31|M|Low|EN|GPT35Turbo|"0.8"|9|391|391|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.2_Response_1|32|M|Low|EN|GPT35Turbo|"0.2"|1|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.2_Response_10|32|M|Low|EN|GPT35Turbo|"0.2"|10|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.2_Response_2|32|M|Low|EN|GPT35Turbo|"0.2"|2|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.2_Response_3|32|M|Low|EN|GPT35Turbo|"0.2"|3|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.2_Response_4|32|M|Low|EN|GPT35Turbo|"0.2"|4|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.2_Response_5|32|M|Low|EN|GPT35Turbo|"0.2"|5|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.2_Response_6|32|M|Low|EN|GPT35Turbo|"0.2"|6|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.2_Response_7|32|M|Low|EN|GPT35Turbo|"0.2"|7|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.2_Response_8|32|M|Low|EN|GPT35Turbo|"0.2"|8|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.2_Response_9|32|M|Low|EN|GPT35Turbo|"0.2"|9|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.4_Response_1|32|M|Low|EN|GPT35Turbo|"0.4"|1|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.4_Response_10|32|M|Low|EN|GPT35Turbo|"0.4"|10|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.4_Response_2|32|M|Low|EN|GPT35Turbo|"0.4"|2|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.4_Response_3|32|M|Low|EN|GPT35Turbo|"0.4"|3|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.4_Response_4|32|M|Low|EN|GPT35Turbo|"0.4"|4|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.4_Response_5|32|M|Low|EN|GPT35Turbo|"0.4"|5|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.4_Response_6|32|M|Low|EN|GPT35Turbo|"0.4"|6|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.4_Response_7|32|M|Low|EN|GPT35Turbo|"0.4"|7|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.4_Response_8|32|M|Low|EN|GPT35Turbo|"0.4"|8|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.4_Response_9|32|M|Low|EN|GPT35Turbo|"0.4"|9|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.6_Response_1|32|M|Low|EN|GPT35Turbo|"0.6"|1|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.6_Response_10|32|M|Low|EN|GPT35Turbo|"0.6"|10|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.6_Response_2|32|M|Low|EN|GPT35Turbo|"0.6"|2|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.6_Response_3|32|M|Low|EN|GPT35Turbo|"0.6"|3|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.6_Response_4|32|M|Low|EN|GPT35Turbo|"0.6"|4|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.6_Response_5|32|M|Low|EN|GPT35Turbo|"0.6"|5|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.6_Response_6|32|M|Low|EN|GPT35Turbo|"0.6"|6|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.6_Response_7|32|M|Low|EN|GPT35Turbo|"0.6"|7|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.6_Response_8|32|M|Low|EN|GPT35Turbo|"0.6"|8|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.6_Response_9|32|M|Low|EN|GPT35Turbo|"0.6"|9|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.8_Response_1|32|M|Low|EN|GPT35Turbo|"0.8"|1|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.8_Response_10|32|M|Low|EN|GPT35Turbo|"0.8"|10|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.8_Response_2|32|M|Low|EN|GPT35Turbo|"0.8"|2|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.8_Response_3|32|M|Low|EN|GPT35Turbo|"0.8"|3|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.8_Response_4|32|M|Low|EN|GPT35Turbo|"0.8"|4|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.8_Response_5|32|M|Low|EN|GPT35Turbo|"0.8"|5|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.8_Response_6|32|M|Low|EN|GPT35Turbo|"0.8"|6|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.8_Response_7|32|M|Low|EN|GPT35Turbo|"0.8"|7|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.8_Response_8|32|M|Low|EN|GPT35Turbo|"0.8"|8|16185,33|16185,33|Successful|Successful|||
Prompt_32_M_Low_EN_GPT35Turbo_Temp_0.8_Response_9|32|M|Low|EN|GPT35Turbo|"0.8"|9|16185,33|16185,33|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.2_Response_1|33|M|Low|EN|GPT35Turbo|"0.2"|1|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.2_Response_10|33|M|Low|EN|GPT35Turbo|"0.2"|10|134|13|Failed|Semantic Error|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.2_Response_2|33|M|Low|EN|GPT35Turbo|"0.2"|2|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.2_Response_3|33|M|Low|EN|GPT35Turbo|"0.2"|3|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.2_Response_4|33|M|Low|EN|GPT35Turbo|"0.2"|4|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.2_Response_5|33|M|Low|EN|GPT35Turbo|"0.2"|5|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.2_Response_6|33|M|Low|EN|GPT35Turbo|"0.2"|6|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.2_Response_7|33|M|Low|EN|GPT35Turbo|"0.2"|7|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.2_Response_8|33|M|Low|EN|GPT35Turbo|"0.2"|8|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.2_Response_9|33|M|Low|EN|GPT35Turbo|"0.2"|9|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.4_Response_1|33|M|Low|EN|GPT35Turbo|"0.4"|1|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.4_Response_10|33|M|Low|EN|GPT35Turbo|"0.4"|10|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.4_Response_2|33|M|Low|EN|GPT35Turbo|"0.4"|2|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.4_Response_3|33|M|Low|EN|GPT35Turbo|"0.4"|3||13|Failed|Semantic Error|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.4_Response_4|33|M|Low|EN|GPT35Turbo|"0.4"|4||13|Failed|Semantic Error|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.4_Response_5|33|M|Low|EN|GPT35Turbo|"0.4"|5||13|Failed|Semantic Error|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.4_Response_6|33|M|Low|EN|GPT35Turbo|"0.4"|6||13|Failed|Semantic Error|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.4_Response_7|33|M|Low|EN|GPT35Turbo|"0.4"|7||13|Failed|Semantic Error|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.4_Response_8|33|M|Low|EN|GPT35Turbo|"0.4"|8|134|13|Failed|Semantic Error|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.4_Response_9|33|M|Low|EN|GPT35Turbo|"0.4"|9|134|13|Failed|Semantic Error|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.6_Response_1|33|M|Low|EN|GPT35Turbo|"0.6"|1|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.6_Response_10|33|M|Low|EN|GPT35Turbo|"0.6"|10|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.6_Response_2|33|M|Low|EN|GPT35Turbo|"0.6"|2|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.6_Response_3|33|M|Low|EN|GPT35Turbo|"0.6"|3|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.6_Response_4|33|M|Low|EN|GPT35Turbo|"0.6"|4|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.6_Response_5|33|M|Low|EN|GPT35Turbo|"0.6"|5|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.6_Response_6|33|M|Low|EN|GPT35Turbo|"0.6"|6|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.6_Response_7|33|M|Low|EN|GPT35Turbo|"0.6"|7|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.6_Response_8|33|M|Low|EN|GPT35Turbo|"0.6"|8|134|13|Failed|Semantic Error|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.6_Response_9|33|M|Low|EN|GPT35Turbo|"0.6"|9|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.8_Response_1|33|M|Low|EN|GPT35Turbo|"0.8"|1||13|Failed|Semantic Error|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.8_Response_10|33|M|Low|EN|GPT35Turbo|"0.8"|10|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.8_Response_2|33|M|Low|EN|GPT35Turbo|"0.8"|2|134|13|Failed|Semantic Error|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.8_Response_3|33|M|Low|EN|GPT35Turbo|"0.8"|3|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.8_Response_4|33|M|Low|EN|GPT35Turbo|"0.8"|4|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.8_Response_5|33|M|Low|EN|GPT35Turbo|"0.8"|5|134|13|Failed|Semantic Error|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.8_Response_6|33|M|Low|EN|GPT35Turbo|"0.8"|6|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.8_Response_7|33|M|Low|EN|GPT35Turbo|"0.8"|7|134|13|Failed|Semantic Error|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.8_Response_8|33|M|Low|EN|GPT35Turbo|"0.8"|8|13|13|Successful|Successful|||
Prompt_33_M_Low_EN_GPT35Turbo_Temp_0.8_Response_9|33|M|Low|EN|GPT35Turbo|"0.8"|9|13|13|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.2_Response_1|34|M|Low|EN|GPT35Turbo|"0.2"|1|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.2_Response_10|34|M|Low|EN|GPT35Turbo|"0.2"|10|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.2_Response_2|34|M|Low|EN|GPT35Turbo|"0.2"|2|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.2_Response_3|34|M|Low|EN|GPT35Turbo|"0.2"|3|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.2_Response_4|34|M|Low|EN|GPT35Turbo|"0.2"|4|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.2_Response_5|34|M|Low|EN|GPT35Turbo|"0.2"|5|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.2_Response_6|34|M|Low|EN|GPT35Turbo|"0.2"|6|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.2_Response_7|34|M|Low|EN|GPT35Turbo|"0.2"|7|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.2_Response_8|34|M|Low|EN|GPT35Turbo|"0.2"|8|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.2_Response_9|34|M|Low|EN|GPT35Turbo|"0.2"|9|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.4_Response_1|34|M|Low|EN|GPT35Turbo|"0.4"|1|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.4_Response_10|34|M|Low|EN|GPT35Turbo|"0.4"|10|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.4_Response_2|34|M|Low|EN|GPT35Turbo|"0.4"|2|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.4_Response_3|34|M|Low|EN|GPT35Turbo|"0.4"|3|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.4_Response_4|34|M|Low|EN|GPT35Turbo|"0.4"|4|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.4_Response_5|34|M|Low|EN|GPT35Turbo|"0.4"|5|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.4_Response_6|34|M|Low|EN|GPT35Turbo|"0.4"|6|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.4_Response_7|34|M|Low|EN|GPT35Turbo|"0.4"|7|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.4_Response_8|34|M|Low|EN|GPT35Turbo|"0.4"|8|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.4_Response_9|34|M|Low|EN|GPT35Turbo|"0.4"|9|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.6_Response_1|34|M|Low|EN|GPT35Turbo|"0.6"|1|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.6_Response_10|34|M|Low|EN|GPT35Turbo|"0.6"|10|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.6_Response_2|34|M|Low|EN|GPT35Turbo|"0.6"|2|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.6_Response_3|34|M|Low|EN|GPT35Turbo|"0.6"|3|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.6_Response_4|34|M|Low|EN|GPT35Turbo|"0.6"|4|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.6_Response_5|34|M|Low|EN|GPT35Turbo|"0.6"|5|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.6_Response_6|34|M|Low|EN|GPT35Turbo|"0.6"|6|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.6_Response_7|34|M|Low|EN|GPT35Turbo|"0.6"|7||249|Failed|Semantic Error|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.6_Response_8|34|M|Low|EN|GPT35Turbo|"0.6"|8|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.6_Response_9|34|M|Low|EN|GPT35Turbo|"0.6"|9|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.8_Response_1|34|M|Low|EN|GPT35Turbo|"0.8"|1|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.8_Response_10|34|M|Low|EN|GPT35Turbo|"0.8"|10|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.8_Response_2|34|M|Low|EN|GPT35Turbo|"0.8"|2|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.8_Response_3|34|M|Low|EN|GPT35Turbo|"0.8"|3|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.8_Response_4|34|M|Low|EN|GPT35Turbo|"0.8"|4|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.8_Response_5|34|M|Low|EN|GPT35Turbo|"0.8"|5|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.8_Response_6|34|M|Low|EN|GPT35Turbo|"0.8"|6|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.8_Response_7|34|M|Low|EN|GPT35Turbo|"0.8"|7|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.8_Response_8|34|M|Low|EN|GPT35Turbo|"0.8"|8|249|249|Successful|Successful|||
Prompt_34_M_Low_EN_GPT35Turbo_Temp_0.8_Response_9|34|M|Low|EN|GPT35Turbo|"0.8"|9|249|249|Successful|Successful|||
Prompt_35_M_Low_EN_GPT35Turbo_Temp_0.2_Response_1|35|M|Low|EN|GPT35Turbo|"0.2"|1||22|Failed|Semantic Error|||
Prompt_35_M_Low_EN_GPT35Turbo_Temp_0.2_Response_10|35|M|Low|EN|GPT35Turbo|"0.2"|10||22|Failed|Semantic Error|||
Prompt_35_M_Low_EN_GPT35Turbo_Temp_0.2_Response_2|35|M|Low|EN|GPT35Turbo|"0.2"|2||22|Failed|Syntax Error|MdxScript(Model) (83, 85) Berechnungsfehler in Measure "_Measures"[Prompt_35_M_Low_EN_GPT35Turbo_Temp_0.2_Response_2]: Die Funktion "SUM" kann keine Werte vom Typ "String" verwenden.||
Prompt_35_M_Low_EN_GPT35Turbo_Temp_0.2_Response_3|35|M|Low|EN|GPT35Turbo|"0.2"|3||22|Failed|Syntax Error|MdxScript(Model) (84, 85) Berechnungsfehler in Measure "_Measures"[Prompt_35_M_Low_EN_GPT35Turbo_Temp_0.2_Response_3]: Die Funktion "SUM" kann keine Werte vom Typ "String" verwenden.||
Prompt_35_M_Low_EN_GPT35Turbo_Temp_0.2_Response_4|35|M|Low|EN|GPT35Turbo|"0.2"|4||22|Failed|Syntax Error|MdxScript(Model) (85, 85) Berechnungsfehler in Measure "_Measures"[Prompt_35_M_Low_EN_GPT35Turbo_Temp_0.2_Response_4]: Die Funktion "SUM" kann keine Werte vom Typ "String" verwenden.||
Prompt_35_M_Low_EN_GPT35Turbo_Temp_0.2_Response_5|35|M|Low|EN|GPT35Turbo|"0.2"|5||22|Failed|Semantic Error|||
Prompt_35_M_Low_EN_GPT35Turbo_Temp_0.2_Response_6|35|M|Low|EN|GPT35Turbo|"0.2"|6||22|Failed|Semantic Error|||
Prompt_35_M_Low_EN_GPT35Turbo_Temp_0.2_Response_7|35|M|Low|EN|GPT35Turbo|"0.2"|7||22|Failed|Semantic Error|||
